country_name,channel_name,fiscal_year,constant_amount
Eswatini,U.S. Government - Department of Health and Human Services,2016,15553352
World,U.S. Government - Department of State,2014,15886283
Latin America and Caribbean Region,U.S. Government - Department of Commerce,2003,19961834
Ghana,U.S. Government - U.S. Agency for International Development,2000,21138292
Philippines,U.S. Government - Other,1980,39723625
Mali,U.S. Government - Millennium Challenge Corporation,2010,17134669
Burkina Faso,Lutheran World Relief,2017,15268863
Mongolia,U.S. Government - Other,1992,24491970
Indonesia,U.S. Government - Department of Defense,1971,73797531
World,U.S. Government - Peace Corps,2020,14353330
Burundi,U.S. Government - Other,1991,25101629
Mali,Multilateral - United Nations Organization Redacted,2013,16180006
Mali,Multilateral - United Nations Organization Redacted,2013,16180006
South Africa,Right to Care (South Africa),2016,15538405
World,American Council on Education,2011,16787882
Iraq,"Wamar International, LLC",2007,17829772
Iraq,AECOM Technology Corporation,2011,16781244
Zambia,Pact World,2019,14633876
Burkina Faso,U.S. Government - Other,1986,29570212
Central African Republic,World Food Program,2018,14928698
Central African Republic,World Food Program,2018,14928698
Kenya,Moi Teaching and Referral Hospital,2014,15860432
Senegal,NGO - United States Redacted,2015,15668781
Iraq,Baghdad Moon Company For Gen. Trd And Const.,2006,18301655
Egypt,U.S. Government - U.S. Agency for International Development,2003,19928009
Indonesia,Parsons Corporation,2008,17452978
Iraq,U.S. Government - Department of Defense,2005,18881296
Iraq,U.S. Government - Department of Defense,2005,18881296
World,U.S. Government - Department of State,2015,15660617
Ethiopia,World Food Program,2005,18878512
Ethiopia,World Food Program,2005,18878512
Tanzania,U.S. Government - Other,1980,39641244
World,Deloitte Touche Tohmatsu Limited,2016,15514515
World,International Fund for Agricultural Development,2004,19451641
World,International Fund for Agricultural Development,2004,19451641
Afghanistan,"ARD, Inc.",2011,16761351
Kenya,"Fintrac, Inc.",2012,16449516
South Africa,Right to Care (South Africa),2017,15236065
Sudan (former),World Food Program,2005,18871313
Afghanistan,Enterprise - Non United States Redacted,2015,15653214
Afghanistan,Enterprise - Non United States Redacted,2015,15653212
World,Joint United Nations Programme on HIV/AIDS,2007,17798735
Yemen,U.S. Government - Department of Defense,2004,19444444
Yemen,U.S. Government - Department of Defense,2004,19444444
Egypt,"Citigroup, Inc.",2004,19442365
World,International Fund for Agricultural Development,2003,19904050
World,International Fund for Agricultural Development,2003,19904050
Yemen,Creative Associates International,2014,15836514
World,U.S. Government - U.S. Agency for International Development,2000,21074661
Latin America and Caribbean Region,NGO - United States Other,2019,14606523
World,U.S. Government - Department of State,2011,16745833
South Africa,BroadReach Corporation,2013,16138118
Colombia,World Food Program,2018,14900000
Brazil,U.S. Government - Other,1968,85142857
Ethiopia,U.S. Government - Other,1971,73580247
Guatemala,U.S. Government - Other,1992,24418224
Greece,U.S. Government - Other,1957,104929577
Benin,U.S. Government - Other,1974,62816189
Iran,U.S. Government - Other,1952,115863142
Mexico,U.S. Government - Department of Energy,2008,17426901
Montenegro,Government of Montenegro,2002,20261082
Philippines,U.S. Government - Other,1963,95574086
Norway,U.S. Government - Other,1954,112452830
Pakistan,U.S. Government - Other,1955,111610487
Asia Region,U.S. Government - Other,1967,88113542
Ethiopia,Catholic Relief Services,2012,16432741
Spain,U.S. Government - Department of Energy,2011,16738875
Jordan,"Chemonics International, Inc.",2006,18261144
World,World Food Program,2018,14890880
Iraq,Enterprise - Non United States Other,2007,17774860
World,Right to Care (South Africa),2017,15212177
South Africa,University of the Witwatersrand,2007,17766513
World,International Fund for Agricultural Development,2005,18830676
World,International Fund for Agricultural Development,2005,18830676
Indonesia,Government - Country Other,1999,21473690
Mauritius,U.S. Government - Other,1988,27918934
Ecuador,International Organisation for Migration,2005,18827225
Sub-Saharan Africa Region,African Field Epidemiology Network,2016,15474142
World,United Nations Children's Fund,2003,19863291
World,United Nations Children's Fund,2003,19863291
Burma (Myanmar),World Food Program,2019,14579435
Liberia,U.S. Government - Other,1979,42976018
Uzbekistan,U.S. Government - Department of Defense,2015,15609910
Uzbekistan,U.S. Government - Department of Defense,2015,15609910
South Africa,BroadReach Corporation,2011,16708808
Iraq,Mitas Energy & Metal Construction Inc.,2006,18229675
Jordan,"Abt Associates, Inc.",2011,16704130
Honduras,Technoserve,2013,16096932
Lebanon,"World Learning, Inc.",2015,15600771
Central African Republic,U.S. Government - Department of State,2014,15789539
Russia,U.S. Government - Department of Defense,1996,22384064
World,U.S. Government - Peace Corps,2014,15788503
Ghana,NGO - United States Redacted,2015,15599015
Afghanistan,"Tetra Tech, Inc.",2010,17032740
El Salvador,U.S. Government - Other,1980,39476482
Guinea,International Medical Corps,2015,15593911
Burundi,U.S. Government - Department of Defense,2011,16691772
Burundi,U.S. Government - Department of Defense,2011,16691772
Afghanistan,"Chemonics International, Inc.",2004,19369009
Syria,United Nations Office of the United Nations High Commissioner for Refugees,2015,15588915
Turkey,U.S. Government - Department of Defense,2006,18209687
Turkey,U.S. Government - Department of Defense,2006,18209687
World,International Fund for Agricultural Development,2006,18209687
World,International Fund for Agricultural Development,2006,18209687
World,International Fund for Agricultural Development,2007,17727110
World,International Fund for Agricultural Development,2007,17727110
World,U.S. Government - Department of Health and Human Services,2005,18792711
World,U.S. Government - Department of Health and Human Services,2005,18792711
World,RTI International,2007,17727110
World,RTI International,2009,17169615
Lebanon,U.S. Government - Department of State,2015,15586414
Pakistan,NGO - United States Redacted,2011,16685710
Argentina,U.S. Government - Department of the Navy,1996,22359358
El Salvador,Global Communities,2004,19357662
Ethiopia,Relief Society of Tigray,2017,15159992
Tunisia,U.S. Government - Department of State,2018,14837540
Mozambique,FHI 360,2019,14541925
Cote d'Ivoire,U.S. Government - Department of Health and Human Services,2011,16665932
Congo (Kinshasa),NGO - United States Redacted,2016,15424227
Afghanistan,American University of Afghanistan,2012,16351922
Malawi,Right to Care (South Africa),2018,14824244
Ethiopia,U.S. Government - Department of Health and Human Services,2010,16993659
Afghanistan,"Chemonics International, Inc.",2013,16054784
Mexico,Management Systems International,2012,16346481
Indonesia,U.S. Government - Department of Agriculture,2001,20473895
Colombia,"Chemonics International, Inc.",2018,14818699
Afghanistan,AECOM Technology Corporation,2008,17330654
Ethiopia,Catholic Relief Services,2016,15412315
Afghanistan,Creative Associates International,2014,15741103
Botswana,U.S. Government - Department of Health and Human Services,2018,14815445
Tunisia,U.S. Government - Department of State,2017,15134762
Poland,U.S. Government - Department of Energy,2009,17127795
World,U.S. Government - Department of State,2009,17123072
Malawi,U.S. Government - Department of Health and Human Services,2011,16641363
Iraq,U.S. Government - Department of the Army,2005,18736573
Iraq,"Berger Group Holdings, Inc.",2010,16972836
World,U.S. Government - Department of Health and Human Services,2006,18154507
Ethiopia,Catholic Relief Services,2010,16972372
Ethiopia,Catholic Relief Services,2010,16972372
World,U.S. Government - Department of Health and Human Services,2005,18735763
Israel,U.S. Government - Department of the Army,2013,16034038
Israel,U.S. Government - Department of the Army,2013,16034038
Philippines,U.S. Government - Department of Defense,1974,62398820
Afghanistan,U.S. Government - Other,1963,94932649
Bolivia,U.S. Government - Other,1960,98273572
Morocco,U.S. Government - Other,1971,73086420
Senegal,U.S. Government - Other,1981,35809339
Pakistan,U.S. Government - Other,1992,24254343
Turkey,U.S. Government - Other,1960,98273572
Thailand,U.S. Government - Other,1972,69778406
World,U.S. Government - Department of Health and Human Services,2008,17309942
World,U.S. Government - Other,1974,62394604
Oceania Region,U.S. Government - Other,1964,93730209
Serbia and Montenegro (former),U.S. Government - Other,1956,108108108
World,U.S. Government - General Services Administration,2015,15536260
Indonesia,Ssangyong Engineering & Construction Co. Ltd.,2010,16964387
Kenya,"Chemonics International, Inc.",2019,14503007
Cyprus,United Nations Development Programme,2007,17663046
Sub-Saharan Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2002,20111504
Ghana,U.S. Government - Millennium Challenge Corporation,2009,17097811
Afghanistan,U.S. Government - Department of Defense,2013,16012259
Morocco,U.S. Government - Other,1981,35765788
Canada,U.S. Government - Department of Interior,2007,17645861
Canada,U.S. Government - Department of Interior,2007,17645861
World,U.S. Government - Department of Health and Human Services,2015,15515956
Iraq,Bertoli Srl,2005,18703330
Iraq,Parsons Corporation,2008,17283815
Yemen,Multilateral - United Nations Organization Redacted,2014,15699108
Yemen,Multilateral - United Nations Organization Redacted,2014,15699108
World,Management Sciences for Health,2007,17637579
Armenia,Urban Institute,2001,20405474
Iraq,Resource Management,2005,18688493
Iraq,"Proactive Communications, Inc.",2005,18687560
Uganda,"Chemonics International, Inc.",2019,14471267
World,FHI 360,2018,14760967
South Africa,Anova Health Institute,2007,17619673
Uganda,U.S. Government - Other,1986,29231531
Somalia,NGO - Non United States Redacted,2012,16278038
Liberia,Jhpiego Corporation,2016,15349490
East Asia and Oceania Region,U.S. Government - Department of Defense,2006,18094421
Colombia,Management Systems International,2019,14460617
Zambia,U.S. Government - Department of Defense,2014,15673248
Ethiopia,United Nations Office of Co-ordination of Humanitarian Affairs,2018,14750000
Ethiopia,United Nations Office of Co-ordination of Humanitarian Affairs,2018,14750000
Dominican Republic,U.S. Government - Other,1981,35688362
Mozambique,John Snow International,2010,16907870
Syria,"Chemonics International, Inc.",2018,14747455
World,U.S. Government - Department of Defense,1997,21823294
World,U.S. Government - Department of Agriculture,2017,15063918
West Bank/Gaza,Black & Veatch Holding Company,2010,16897227
Asia Region,U.S. Government - Department of Defense,2017,15057068
Asia Region,U.S. Government - Department of Defense,2017,15057068
Haiti,United Nations Office for Project Services,2015,15469487
Uganda,Elizabeth Glaser Pediatric AIDS Foundation,2019,14442451
Europe and Eurasia Region,U.S. Government - Department of Defense,2010,16887341
Pakistan,"Chemonics International, Inc.",2013,15952851
Iraq,"Symbion Power, LLC",2007,17581473
World,U.S. Government - Department of State,2017,15046996
World,U.S. Government - Department of State,2018,14728000
Ethiopia,World Food Program,2005,18636801
Ethiopia,World Food Program,2005,18636801
Colombia,International Organisation for Migration,2003,19662171
Afghanistan,U.S. Government - Department of Agriculture,2001,20341185
World,U.S. Government - Department of State,2019,14429678
World,U.S. Government - Department of Agriculture,2006,18053459
West Bank/Gaza,International Relief and Development,2013,15944824
World,U.S. Government - Department of Homeland Security,2016,15311253
World,Enterprise - United States Other,2019,14423714
Mozambique,World Vision,2018,14716168
Uganda,Government of Uganda,2001,20329392
Iraq,U.S. Government - Department of State,2014,15630136
Netherlands,U.S. Government - Other,1956,107450694
